username,time,text,tags,latitude,longitude,location
@lebanondebate,Oct 13,"خمسة معتقدات خاطئة عن ""الإنفلونزا"" وعلاقته بـ""#كورونا""
http://lebanondebate.com/news/502609",['#كورونا'],33.894204,35.485805,Beirut
@AnbaaOnline,Oct 13,الحكومة الفرنسية لا تستبعد إعادة فرض الإغلاق في البلاد بسبب تفشي فيروس كورونا,[],33.894204,35.485805,Beirut
@MohammedDimashk,Oct 13,"اصابه 
@Cristiano
 بفيروس كورونا 
... get well soon king ",[],33.894204,35.485805,Beirut
@mospal92,Oct 13,Me da risita cuando los jugadores de fútbol o deportistas de alto rendimiento salen COVID positivo y andan como si nada les pasara.,[],33.894204,35.485805,Beirut
@kataeb_Ar,Oct 13,طبيب البيت الأبيض: نتيجة فحص #كورونا الخاص بترامب جاءت سلبية لعدة أيام متتالية,['#كورونا'],33.894204,35.485805,Beirut
@alahdath24,Oct 13,الأحداث - 9 إصابات جديدة ب #كورونا في #زغرتا,"['#زغرتا', '#كورونا']",33.894204,35.485805,Beirut
@AlMayadeenNews,Oct 13,"ماذا يحدث بعد الإصابة بفيروس #كورونا أو #كوفيد_19؟

عضو الكلية الملكية البريطانية للجراحين الدكتور بسام زوان يجيب في #الصحية","['#الصحية', '#كوفيد_19', '#كورونا']",33.894204,35.485805,Beirut
@philabouzeid,Oct 13,"#ChristianoRonaldo tested Positive #Covid_19 
#ronaldo #Football","['#ronaldo', '#Covid_19', '#ChristianoRonaldo', '#Football']",33.894204,35.485805,Beirut
@charlesarbid,Oct 13,"هل نجح الاقفال الانتقائي والمناطقي بتقليص العدد الهائل لاصابات كورونا ؟
بين تعدد اللجان وتشعب القرارات، الأجدى الالتزام بخطة علمية موحدة تستنفر مجمل القطاعات المعنية بالتنفيذ: صحة، داخلية، بلديات، قطاع خاص، مدارس وإعلام.
#الاقفال_ليس_حلاً",['#الاقفال_ليس_حلا'],33.894204,35.485805,Beirut
@HadyOsaily,Oct 13,"- ولد: بابا طلع معي covid-19
- بيّ لبناني: أنا لما كنت بعمرك كان معي covid-20",[],33.894204,35.485805,Beirut
@ALJADEEDNEWS,Oct 13,تسجيل أول وفاة في العالم بعد الإصابة للمرة الثانية بـ #كورونا,['#كورونا'],33.894204,35.485805,Beirut
@AlArrabcom,Oct 13,"إصابة اللاعب البرتغالي #كريستيانو_رونالدو بفيروس كورونا وخضوعه للحجر الصحي
#العراب","['#كريستيانو_رونالدو', '#العراب']",33.894204,35.485805,Beirut
@Kataeb_Eng,Oct 13,AFP: Johnson & Johnson Covid vaccine trial halted as participant becomes ill,[],33.894204,35.485805,Beirut
@tallcedarofleb,Oct 13,"The more you learn from the literature about Covid-19's lingering effects, the more you worry, says 
@andreaskluth
 https://bloomberg.com/opinion/articles/2020-10-10/long-covid-makes-the-coronavirus-pandemic-even-scarier… via 
@bopinion",[],33.894204,35.485805,Beirut
@NouraAmki,Oct 13,"يا عين على بلد في قادة متل #جنبلاط و متل #جعجع، بين مجاعة و هلع كورونا و انقطاع الادوية شي بدو حرب و شي بيهمو الطايفة و بس.
الاضحك من هيك انن بيحكو بأسم ""الوطن"" و هني مش قارين #لبنان.... ديعانك يا لبنان بكومة هل المجرمين","['#جنبلاط', '#جعجع', '#لبنان']",33.894204,35.485805,Beirut
@zibaradiaa,Oct 13,#فيروس_كورونا انتشر في جميع أنحاء #لبنان ، على #الدولة اقفال البلد كليا لمدة اسبوعين ولو تضررت القطاعات #الإقتصادية ، كما اقفال #المدارس حتى اشعار آخر واعتماد التدريس نصف دوام اونلاين ، فالخسارة المادية تبقى اقل ضرراً من أن ترى أناس يسقطون في الشوارع .,"['#فيروس_كورونا', '#المدارس', '#الإقتصادية', '#الدولة', '#لبنان']",33.894204,35.485805,Beirut
@Haddouya,Oct 13,"Replying to 
@MahatmaGhandy",[],33.894204,35.485805,Beirut
@AUBMC_Official,Oct 13,Early diagnosis can decrease symptoms and long-term complications. A person should see a healthcare professional if symptoms of pain or swelling in multiple joints on both sides of the body develop. #WorldArthritisDay,['#WorldArthritisDay'],33.894204,35.485805,Beirut
@SandyMaroon,Oct 13,Not good #covid #covid19 #بس_هيك,"['#covid19', '#covid', '#بس_هيك']",33.894204,35.485805,Beirut
@Paltodaytv,Oct 13,"#عاجل
وزارة الصحة: تسجيل 4 وفيات و516 إصابة جديدة بفيروس كورونا في الضفة الغربية وقطاع غزة، و613 حالة تعافٍ بعد فحص 4002 عينة خلال الـ24 ساعة الماضية.",['#عاجل'],33.894204,35.485805,Beirut
@Sunniva_Rose,Oct 13,"Great piece on the coronavirus pandemic in #Syria, where some people liken it to having an STD, by 
@KhattabAsser
. 

""Many Syrians are ashamed of admitting that they have COVID-19 symptoms, and do not want to be ostracized.""",['#Syria'],33.894204,35.485805,Beirut
@DrKhaledTaki,Oct 13,"unless face masks are free 
most of the Lebanese will not wear them 
where are the N G O's ?
or not interested as its FREE to all  corona is real",[],33.894204,35.485805,Beirut
@hwaida_saad,Oct 13,"Replying to 
@KhattabAsser
 and 
@newlinesmag",[],33.894204,35.485805,Beirut
@jamalfayad,Oct 13,"دراسة أسترالية تقول أن ڤيروس الكوفيد19 يمكن أن يعيش على ورق العملة ل28 يوماً ...
(نشرة أخبر كورونا bbc)",[],33.894204,35.485805,Beirut
@LebISF,Oct 13,"قرار وزير الداخلية والبلديات رقم 1252 المتعلق باعادة فتح بعض القرى والبلدات التي كانت مشمولة  بقرار الاقفال السابق، واقفال بلدتين جديدتين بسبب ارتفاع اصابات #كورونا فيها 
#قوى_الامن","['#قوى_الامن', '#كورونا']",33.894204,35.485805,Beirut
@CaptainCyril,Oct 13,"Replying to 
@PascaleGebrael
 and 
@pascalnhaddad",[],33.894204,35.485805,Beirut
@JulienELIAS,Oct 13,"من أجواء حياة 
@petra_khoury
 اليومية في محاربتها للوباء العالمي المستجدّ ""كورونا""...و عملها الدّؤوب في لجنة متابعة الكورونا...هذه اللّجنة التي وللأسف عُرِفت بكثير من الأحيان بقراراتها العشوائية التّجريبية الغير منطقية والظّالمة. 
الرّحمة يا بترا !",[],33.894204,35.485805,Beirut
@zakhour_joe,Oct 13,"Replying to 
@Abboud_Fady",[],33.894204,35.485805,Beirut
@Hawraa_hamm,Oct 13,"نحن منشوف الوفيات مجرد رقم. بس لكل واحد منن عيلة و قصة و فرحة انتهت. 
كرمال ما تتوفى سناء تانية
كرمال أهلنا و أحبابنا خلينا بالبيت و اهتموا بالإجراءات
#خليك_بالبيت
 #كورونا_لبنان","['#خليك_بالبيت', '#كورونا_لبنان']",33.894204,35.485805,Beirut
@GESI_Initiative,Oct 13,"Do not miss the co-hosted webinar by 
@GESI_Initiative
 & 
@COVID_E_N_D
 tomorrow  to learn more about the living hub of #COVID19 knowledge hubs: a promising collaborative platform to organise knowledge & reduce duplication! 
Register: https://bit.ly/3nxirMi",['#COVID19'],33.894204,35.485805,Beirut
@MinistryInfoLB,Oct 13,الأنباء : المزيد من التفاقم الصحي.. لا أسرّة في المستشفيات لمصابي كورونا جنبلاط يرفع صوت “الوطنيين”.. واتصالات “التكليف الذاتي” تسبق الاستشارات,[],33.894204,35.485805,Beirut
@rabih2004,Oct 13,لليوم الثاني على التوالي.. إيران تسجل رقماً قياسياً بإصابات كورونا https://alroeya.com/article/2170805,[],33.894204,35.485805,Beirut
@EmCLew,Oct 13,"""According to a French-Lebanese research team, the animals can detect Covid-19 in almost 100% of cases, after smelling human sweat.""",[],33.894204,35.485805,Beirut
@colmonews,Oct 13,"The dogs trained to sniff out Covid-19 with ⁦
@nourmatragi
⁩ and ⁦
@martinpatience
⁩  https://bbc.co.uk/news/world-middle-east-54511703…",[],33.894204,35.485805,Beirut
@AlexGSimon,Oct 13,"Syria's covid outbreak isn't just overwhelming the country's battered medical sector: It's also undermining the sector's future, having killed scores of doctors so far this year.

Excellent, grim piece by 
@KhattabAsser",[],33.894204,35.485805,Beirut
@Lebanowofficial,Oct 13,"#لبنان_الآن :
 عـاجـل | فرنسا تسجل 8,505 إصابات جديدة بفيروس كورونا خلال 24 ساعة

#Lebanon_Now","['#Lebanon_Now', '#لبنان_الآن']",33.894204,35.485805,Beirut
@KaylynKaram,Oct 13,"Replying to 
@HananeT
 @firassabiad
 and 2 others",[],33.894204,35.485805,Beirut
@UNICBeirut,Oct 13,"حلقة جديدة من 
@hiwariktissadi
 حول انجازات #الجامعة_اللبنانية والتحديّات التي تواجهها في زمن #كورونا مع الإعلامية غادة بلوط زيتون التي تستضيف عدد من الإختصاصيين في المجال الأكاديمي.

شاهدوها على الرابط التالي: https://bit.ly/3jyasfX

 #تعليم #لبنان #أهداف_التنمية_الستدامة","['#تعليم', '#الجامعة_اللبنانية', '#كورونا', '#أهداف_التنمية_الستدامة', '#لبنان']",33.894204,35.485805,Beirut
@BeirutcomMag,Oct 13,"بأي مكان يكون فيروس كورونا غير نشط ؟ https://beirutcom.net/195668 
#BeirutcomMag via 
@BeirutcomMag
 

#فيروس_كورونا #كورونا_لبنان #كورونا #بيروتكم","['#فيروس_كورونا', '#BeirutcomMag', '#كورونا_لبنان', '#كورونا', '#بيروتكم']",33.894204,35.485805,Beirut
@general_jaber,Oct 13,"أكثر من وفاة سجلت ""CORONA"" وهي ليست كذلك. إلى متى يترك تجار الموت؟ من المسؤول؟

هشام جابر",[],33.894204,35.485805,Beirut
@RimaRassi,Oct 13,"Replying to 
@paolarebeiz",[],33.894204,35.485805,Beirut
@CarmenGeha,Oct 13,"Lebanese people & world leaders are urging politicians to... wait for it... form a government! Not rocket science, not cure cancer, not find a #corona vaccine - just form a government, they're failing at that just as they fail managing garbage #BeirutBlast 
#Government 
#COVID19","['#corona', '#COVID19', '#BeirutBlast', '#Government']",33.894204,35.485805,Beirut
@PaOHLinux,Oct 13,"No los mata el covid, los mata la mugre",[],33.894204,35.485805,Beirut
@nuclearleb,Oct 13,"Replying to 
@peterktodd",[],33.894204,35.485805,Beirut
@INARAorg,Oct 13,"When you donate to #INARA, 100% of your donation goes to the children covering the medical costs, transportation to the facility, follow-up treatment, and associated caseworker costs.
There are different ways that you can donate to INARA: https://inara.org/monthly-donations…",['#INARA'],33.894204,35.485805,Beirut
@YiddoMD,Oct 13,"One job, COVID.",[],33.894204,35.485805,Beirut
@mumblyjoe,Oct 13,"Replying to 
@MikeDe_1
 @6percentReally
 and 
@SenSchumer",[],33.894204,35.485805,Beirut
@Lebanon24,Oct 12,"#لبنان  يحتل المرتبة 63 عالمياً لجهة الإصابات.. #كورونا  يقفل 169 بلدة 
#lebanon24","['#lebanon24', '#كورونا', '#لبنان']",33.894204,35.485805,Beirut
@kataeb_Ar,Oct 12,#كورونا يتلاعب بجهاز المناعة.. ويهاجم السمع,['#كورونا'],33.894204,35.485805,Beirut
@leb_now,Oct 12,"Replying to 
@CarmenChammas",[],33.894204,35.485805,Beirut
@Mustaqbalweblb,Oct 12,"صيدا: كورونا يعيد ""ترسيم"" التعليم عن قرب وبعد!",[],33.894204,35.485805,Beirut
@Beirutwbass,Oct 12,"Replying to 
@realDonaldTrump",[],33.894204,35.485805,Beirut
@lebanondebate,Oct 12,"بريطانيا تُعلن نظامًا جديدًا للإنذار من #كورونا
http://lebanondebate.com/news/502482",['#كورونا'],33.894204,35.485805,Beirut
@jarasscoop,Oct 12,عدد أسرّة العناية المركزة الممتلئة بمصابي كورونا بلغ ١٨٥ من أصل ٢٠٦ اليوم وفي حال عدم رفع المستشفيات الخاصة قدرتها الاستيعابية في العناية الفائقة فلن ييقى سرير للحالات الخطرة خلال أقل من أسبوع,[],33.894204,35.485805,Beirut
@IbrahimAlameh,Oct 12,"Lesson #1 after COVID unit shift: COVID is so unpredictable... You can be young and healthy, yet require high oxygen needs ; old with multiple medical problems and have very mild symptoms. You can be improving, yet deteriorate in minutes… take it seriously! #WearYourMask","['#WearYourMask', '#1']",33.894204,35.485805,Beirut
@AnbaaOnline,Oct 12,إكتشاف إصابات كورونا محلية المصدر في مدينة صينية,[],33.894204,35.485805,Beirut
@AliwaaNewspaper,Oct 12,ترامب يؤكد شفاءه من كورونا ويحذر أميركا من «انقلاب يساري»,[],33.894204,35.485805,Beirut
@ALJADEEDNEWS,Oct 12,"بيان توضيحي من المكتب الإعلامي لوزير الداخلية والبلديات يتعلق بقرار اقفال البلدات والقرى بسبب كورونا... ماذا جاء فيه؟ 
@M_MohamedFehmi",[],33.894204,35.485805,Beirut
@MinistryInfoLB,Oct 12,- كورونا يبقى نشطاً على العملات الورقية وشاشات الهواتف 28 يوماً,[],33.894204,35.485805,Beirut
@LakkisElias,Oct 12,WATCH LIVE: UK PM Johnson Press Briefing On Three-Tier Covid System Approx. 19:00 BST,[],33.894204,35.485805,Beirut
@WHOLebanon,Oct 12,"WHO #Lebanon daily brief on #coronavirus with special section on ""The ACT-Accelerator – Ensuring equitable allocation of a COVID-19 vaccine(s) once available""","['#coronavirus', '#Lebanon']",33.894204,35.485805,Beirut
@Ar_independent,Oct 12,#جنبلاط للجديد: المهم اليوم أن نعود لبرنامج ماكرون والبند الأول الذي وضعته هو كورونا والإستشارات إنتهت ذاتيا وليس من مصلحة حزب الله أن تنهار البلاد إلى هذه الدرجة ويمكنهم أن يعطونا أمل,['#جنبلاط'],33.894204,35.485805,Beirut
@misak_pa,Oct 12,"Would you rather go to a club, house party, or a small get together of 4 or 5 friends? — ID RATHER DO NONE AND KEEP MY FUCKIN DISTANCE BEC COVID IS EVERYWHERE.",[],33.894204,35.485805,Beirut
@EidAzar,Oct 12,"لتصير ضيعة من عشر تلاف نسمة حمرا بيكفي  ينصاب ٨ اشخاص باسبوع ! يعني لنضل الف وشوي اصابة و ١٠ وفيات يوميا المطلوب من المختار وصولًا للوزارة فحوصات وتتبع جدي ومن المواطن كمامة. 
السيناريو الفينيقي, اخترعو الحرف بس نسوا الارقام. #localism #لبنان #كورونا","['#localism', '#كورونا', '#لبنان']",33.894204,35.485805,Beirut
@DailyStarLeb,Oct 12,Lebanon schools reopen in midst of COVID-19 surge,[],33.894204,35.485805,Beirut
@RoulaSinno,Oct 12,"كل شخص بيقول كل يوم عم نموت ميت موتة وما بدي حُط كمامة بدي موت، وبيرجع بيقول مين بدو يعيِّش ولادي اذا ما اشتغلت وبيناقض حاله، روح موت لوحدك بس ما تقتل غيرك
#كورونا #كورونا_لبنان #الكمامة_لاتنساها #الكمامة_واجب_انساني #خافوا_الله
#WearADamnMask
#WearAMaskSaveALife
#WearAMask","['#WearAMaskSaveALife', '#الكمامة_لاتنساها', '#الكمامة_واجب_انساني', '#WearADamnMask', '#WearAMask', '#خافوا_الله', '#كورونا_لبنان', '#كورونا']",33.894204,35.485805,Beirut
@oussamazeitoun,Oct 12,"Replying to 
@HarryAk90",[],33.894204,35.485805,Beirut
@ArtistAli1,Oct 12,"COVID-19 THE APOCALYPSE BY ARTIST ALI https://youtu.be/SYE6dzg6syY via 
@YouTube",[],33.894204,35.485805,Beirut
@MohamadHoujeij,Oct 12,"تعافي مريض يعطي أملا"" للمصابين #بڤيروس_كورونا. تابعو الثريد ",['#بڤيروس_كورونا'],33.894204,35.485805,Beirut
@AlMayadeenNews,Oct 12,"#روسيا هي الدولة الوحيدة التي أعلنت في آب/أغسطس عن إنتاج لقاح فعال لفيروس #كورونا هو "" #سبوتنيك_7"".","['#سبوتنيك_7', '#كورونا', '#روسيا']",33.894204,35.485805,Beirut
@EmCLew,Oct 12,"Replying to 
@KhattabAsser
 and 
@newlinesmag",[],33.894204,35.485805,Beirut
@hrrykissies,Oct 12,nabih berri is never wearing a mask i’m surprised he doesn’t have covid yet,[],33.894204,35.485805,Beirut
@zibaradiaa,Oct 12,من اين يلقاها #اللبناني؟القابع على جمر النار دون أن يحرك ساكن ! من #كورونا ام من انهيار #العملة وانخفاض القوة الشرائية بنسبة ٣٠٠ اى ٤٠٠ % ام من #الفساد المستشري والمستفحل ام من انعدام #العدالة #القضائية #والاجتماعية #والوظيفية ام من التفكك المجتمعي ؟ ام من #الطائفية البغيضة  ؟؟؟,"['#العدالة', '#الفساد', '#والوظيفية', '#العملة', '#والاجتماعية', '#القضائية', '#الطائفية', '#اللبناني', '#كورونا']",33.894204,35.485805,Beirut
@lebnewsnetwork,Oct 12,مع ارتفاع نسبة حالات كورونا بالشرق الأوسط .. يغلق الحانات والنوادي الليلية - https://lebanonews.net/%d8%b9%d9%86%d8%a7%d9%88%d9%8a%d9%86/%d9%85%d8%b9-%d8%a7%d8%b1%d8%aa%d9%81%d8%a7%d8%b9-%d9%86%d8%b3%d8%a8%d8%a9-%d8%ad%d8%a7%d9%84%d8%a7%d8%aa-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d8%a8%d8%a7%d9%84%d8%b4%d8%b1%d9%82-%d8%a7%d9%84%d8%a3/…,[],33.894204,35.485805,Beirut
@ali23o22,Oct 12,"جوع فقر لا كهرباء لا مياه لا استشفاء 
كورونا والدولار محلق والبلد مفلس
وناس عم تموت على الطرقات وضع  امني زفت
واكثر ناس ما معها تجيب اكل 
والاخ الزعيم الرئيس تمام بك سلام عم يزين قصرو ب ملايين $  
مبروك يا بيك 
البلاط من اسبانيا",[],33.894204,35.485805,Beirut
@Saramasri_,Oct 12,Is it Covid or is it a “saf2et hawa”? ,[],33.894204,35.485805,Beirut
@LebanonSupport,Oct 12,"#SocialProtectionForAll #TowardsSocialJustice
#ICYMI We have selected a few quotes that highlight the main takeaways from our webinar: “Can the Covid-19 crisis bring social protection back on the public policy agenda in the Middle East?” took place on 28 July 2020.
More below","['#TowardsSocialJustice', '#SocialProtectionForAll', '#ICYMI']",33.894204,35.485805,Beirut
@alahdath24,Oct 12,الأحداث - #تريسي_شمعون: لجنة ال #كورونا تشبه الحكومة لناحية القرارات غير المدروسة والمرتبكة,"['#تريسي_شمعون', '#كورونا']",33.894204,35.485805,Beirut
@LebISF,Oct 12,"الإجراءات الوقائية الواجب التقيّد بها في أثناء استخدام وسائل النقل.
#قوى_الامن #كورونا","['#كورونا', '#قوى_الامن']",33.894204,35.485805,Beirut
@LebanesePolitco,Oct 12,أطباء القوات: لإعادة دراسة قرار فتح المدارس https://lebanesepolitico.com/2020/10/%d8%a3%d8%b7%d8%a8%d8%a7%d8%a1-%d8%a7%d9%84%d9%82%d9%88%d8%a7%d8%aa-%d9%84%d8%a5%d8%b9%d8%a7%d8%af%d8%a9-%d8%af%d8%b1%d8%a7%d8%b3%d8%a9-%d9%82%d8%b1%d8%a7%d8%b1-%d9%81%d8%aa%d8%ad-%d8%a7%d9%84%d9%85… طالبت مصلحة الأطباء في “القوات اللبنانية”، في بيان، بإعادة دراسة قرار فتح المدارس، “نظرا لارتفاع عدد الإصابات بفيروس كورونا، وتخطي القدرة الإستيعابية للمستشفيات كافة”، و”خاصة أن عددا كبيرا من...,[],33.894204,35.485805,Beirut
@KhatibHanane,Oct 12,"Replying to 
@hichamharb
 and 
@ClancyReports",[],33.894204,35.485805,Beirut
@paltoday_tv,Oct 12,"#عاجل
محافظ جنين: إغلاق مدينة #جنين ومخيمها لمدة 5 أيام بدءً من فجر يوم غدٍ الثلاثاء، عقب ارتفاع عدد الإصابات بفيروس #كورونا إلى 177 حالة.","['#عاجل', '#جنين', '#كورونا']",33.894204,35.485805,Beirut
@Paltodaytv,Oct 12,"#عاجل
محافظ جنين: إغلاق مدينة #جنين ومخيمها لمدة 5 أيام بدءً من فجر يوم غدٍ الثلاثاء، عقب ارتفاع عدد الإصابات بفيروس #كورونا إلى 177 حالة.","['#عاجل', '#جنين', '#كورونا']",33.894204,35.485805,Beirut
@NabilItani1,Oct 12,"Replying to 
@Hello68658568
 @DaabousDareen
 and 
@leb_now",[],33.894204,35.485805,Beirut
@AUBMC_Official,Oct 12,Early diagnosis can decrease symptoms and long-term complications. A person should see a healthcare professional if symptoms of pain or swelling in multiple joints on both sides of the body develop. #worldarthritisday,['#worldarthritisday'],33.894204,35.485805,Beirut
@HadyOsaily,Oct 12,"Replying to 
@Hdeib1995",[],33.894204,35.485805,Beirut
@CREATORE174,Oct 12,"A return to normal is still a long way away, warns banking billionaire Jamie Dimon.
#Corona
#COVID19
#virus
https://marketwatch.com/story/be-prepared-a-return-to-normal-is-a-still-a-long-way-away-warns-jamie-dimon-11602431977…

via 
@GoogleNews","['#COVID19', '#virus', '#Corona']",33.894204,35.485805,Beirut
@beiruting,Oct 12,"According To Research: Covid-19 Can Survive On Phones And Cash For 28 Days

Tap to read more",[],33.894204,35.485805,Beirut
@Rouba_Chalabi,Oct 12,"Stupidity of the day: Lebanon’s obsolete national id used for covid epidemiology. Lock down imposed on places of origin rather residence.  This is what happens when a system is blinded by sectarianism 
@firassabiad
 @ArajiDr
 @Hamad_hassan20
 @ChangSara",[],33.894204,35.485805,Beirut
@Daniaalhalllak,Oct 12,Thanks to covid my social anxiety increased by 120%,[],33.894204,35.485805,Beirut
@MokhtarGhazzawi,Oct 12,"ريتويت إذا قلت: عندي عوارض كورونا و ناطر نتيجة الفحص لتتهرّب من شي خبرية. 
#لبنان_ينتفض",['#لبنان_ينتفض'],33.894204,35.485805,Beirut
@JeanDilara,Oct 12,"Replying to 
@boueiz",[],33.894204,35.485805,Beirut
@txellfeixas,Oct 12,"Israel: els ultraortodoxos continuen desafiant les autoritats. En secret i sense comunicar-ho al govern, han creat una xarxa de voluntaris que assisteix pacients covid a domicili perquè no volen anar als hospitals. Ara mateix, prop de 200 malalts greus que l’estat no controlava.",[],33.894204,35.485805,Beirut
@rakavitis,Oct 12,"Replying to 
@MUFRdeeYKKhHxtu
 and 
@NadimKoteich",[],33.894204,35.485805,Beirut
@Chriss104,Oct 12,"Ten days after he tested positive for COVID-19, US President Donald Trump addressed suppor 
@AJEnglish
 https://aje.io/u9fuc",[],33.894204,35.485805,Beirut
@FarahShoucair,Oct 12,"بالصين بلشو يحكو عن فيروس ""#كورونا المستجدّ"". يبدو أن 2021 will be as draining.",['#كورونا'],33.894204,35.485805,Beirut
@Jaberev,Oct 12,"To translate that, i doubt this main cable issue will ever be fixed if we're going to rely on the government's decisions, right when most people are forced to stay and work from home because of covid restrictions. Anyway, thank you! 3/3",[],33.894204,35.485805,Beirut
@qatarnewsnet,Oct 12,بعد قوله لدي مناعة من كورونا.. تويتر يتخذ إجراءًا بشأن ما كتبه ترامب - https://qatar-news.org/?p=34220,[],33.894204,35.485805,Beirut
@BeirutcomMag,Oct 12,"ملحن يعلن عن إصابته بفيروس كورونا https://beirutcom.net/195564
 #BeirutcomMag via 
@BeirutcomMag
 
#كورونا #فيروس_كورونا #بيروتكم #مشاهير #اخبار","['#فيروس_كورونا', '#اخبار', '#مشاهير', '#BeirutcomMag', '#كورونا', '#بيروتكم']",33.894204,35.485805,Beirut
@tarektannir2,Oct 12,"Replying to 
@tarekjkahil",[],33.894204,35.485805,Beirut
@Kataeb_Eng,Oct 12,PM: #France risks new lockdowns if Covid surge worsens,['#France'],33.894204,35.485805,Beirut
@AndreDagher1,Oct 12,#حمد_حسن حدد موقفك،،نحن دخلنا عين العاصفة او ما زلنا افضل من غيرنا من البلدان؟ حيرتنا يا مان   #وزير_الصحة  #كورونا_لبنان #كورونا  #لبنان,"['#وزير_الصحة', '#حمد_حسن', '#كورونا_لبنان', '#كورونا', '#لبنان']",33.894204,35.485805,Beirut
@Lebanowofficial,Oct 12,"#لبنان_الآن :
 عـاجـل | إصابات كورونا في فرنسا تتراجع اليوم وتسجل 16000 حالة

#Lebanon_Now","['#Lebanon_Now', '#لبنان_الآن']",33.894204,35.485805,Beirut
@aljoumhouria,Oct 12,"تغيّر سلوك الأطفال على الانترنت بسبب كورونا - شادي عواد
https://aljoumhouria.com/ar/news/558011
#الجمهورية 
@chady_aouad",['#الجمهورية'],33.894204,35.485805,Beirut
@ali7free,Oct 12,"Replying to 
@aljoumhouria",[],33.894204,35.485805,Beirut
@LeenHassounah,Oct 12,"A friend of a friend who lives here works remotely with a Chinese company through an office. Due to COVID, like many ppl, he is now working from home. 
As we all know, this alone slows work correspondence down. 
So one day, he was late on a certain work reply & had to apologize",[],33.894204,35.485805,Beirut
@glcarlstrom,Oct 12,"""Cornered by a collapsing economy, widespread poverty, sanctions, and a shortage of medical supplies and protective equipment after nearly a decade of conflict, Syria appears to be headed into a desultory experiment with herd immunity.""",[],33.894204,35.485805,Beirut
@dimensionrolls,Oct 12,كورونا وقفت سرقة القدحات.,[],33.894204,35.485805,Beirut
@Sunniva_Rose,Oct 12,"Good morning #Lebanon. 
169 towns are in lockdown for a week following a surge in Covid-19 cases.
Last week in the Bekaa, many people told me that they believe that Covid-19 is a hoax and that the government gets money from the WHO for every positive test. Nearly no masks.",['#Lebanon'],33.894204,35.485805,Beirut
@abdulhjeij,Oct 12,"Replying to 
@Tracy_D_Chamoun",[],33.894204,35.485805,Beirut
@francoiskazour,Oct 12,"Exode médical #Liban: ""Avec beaucoup de regret, d’amertume et de culpabilité… mais aussi l’espoir d'un meilleur avenir ... le pays dont nous avons rêvé n’a jamais existé et n’existera jamais. Il restera dans nos rêves"" https://lorientlejour.com/article/1236009 via 
@LorientLeJour",['#Liban'],33.894204,35.485805,Beirut
@SobhiKablawi,Oct 12,#ليكرز بطل ال NBA في موسم بدايته كانت برحيل الاسطورة #كوبي و نهايته مع #كورونا ، #ليبرون ملك كرة السلة ,"['#ليبرون', '#كورونا', '#كوبي', '#ليكرز']",33.894204,35.485805,Beirut
@INARAorg,Oct 12,"Wen a child is injured, either directly or indirectly, by the horrors of war, parents are often at a loss knowing who to go to in order to get help. We at #INARA are here to establish links between these children and the medical support that they need. http://bit.ly/2z1Kf6y",['#INARA'],33.894204,35.485805,Beirut
@ArabAd_mag,Oct 12,Trying to keep it together... in post-covid time. And you? #cartoon #advertising #marketoon,"['#cartoon', '#advertising', '#marketoon']",33.894204,35.485805,Beirut
@TheAliZein_,Oct 12,"Tough #FPL week ahead. With few NT games left, few players flagged in doubt, certain teams in covid danger, price rises and falls, Champions League and Europa League football ahead, rotation risks... ugh.
This is going to be a very, very long week. 
#FPLCommunity","['#FPL', '#FPLCommunity']",33.894204,35.485805,Beirut
@MahmoudHoudeib,Oct 12,"خي، هاي خبرية 
#وزارة_الصحة
#كورونا","['#وزارة_الصحة', '#كورونا']",33.894204,35.485805,Beirut
@wassimz,Oct 12,"Covid 19 coronavirus: World Health Organisation doctor backflips on virus lockdowns: Don't use them as a 'primary control', via 
@nzherald",[],33.894204,35.485805,Beirut
@ZahraaRahal,Oct 12,"@Jad2TheBone
 is an orthopedic surgery resident at AUBMC. As a medical student, it’s always a relief and a pleasure to know that he is on call, as he is always responsive, kind, and down to earth, unlike many other residents. 
His tweet further exemplifies the great person he is.",[],33.894204,35.485805,Beirut
@zakhour_joe,Oct 11,وزير الصحة د. حمد حسن للجديد: المستشفيات الخاصة بدأت تستقبل اعدادا محدودة من المصابين بCovid 19 و واعدت 38 سريرا جديدا لمرضى الكورونا.وننتظر ان يزداد العدد الاسبوع القادم. وقعنا اتفاقا مع البنك الدولي لتلقي المساعدة المالية للCorona  وفواتير المستشفيات تدفع كل اسبوعين,[],33.894204,35.485805,Beirut
@EkherElAkhbar,Oct 11,قرار جديد لوزارة الداخلية يتعلّق بإقفال بعض القرى والبلدات اللبنانية بسبب #كورونا,['#كورونا'],33.894204,35.485805,Beirut
@HawraaAmine,Oct 11,"@M_MohamedFehmi
معاليك، طمني مبسوط رح تموتو العالم بال #كورونا #كورونا_لبنان بدل ما تسكرو البلد كلو و تأنقذونا من هالمصيبة 
 شو ناطرين؟ شو عم يصير شو هالاهمال 
(#وزير_الصحة لـ الجديد: #لبنان في المرتبة الثانية في العالم بنسبة الإصابات بفيروس كورونا ويقترب من النموذج الإسباني)","['#كورونا_لبنان', '#كورونا', '#وزير_الصحة', '#لبنان']",33.894204,35.485805,Beirut
