location,lat,long,sentiment
المشحاة,34.05,35.725,0.0330952380952381
المشرف,33.7069,35.4811,0.12904040404040404
المشنقة,34.0911,35.7728,0.19035714285714284
المصالي,34.4089,35.9664,0.0505898625611861
المصلبة,34.1211,35.9883,-0.3
المصيطبة,33.8847,35.495,0.0
المضيق,34.4278,35.883,0.11458333333333333
المطل,33.1676,35.3959,0.08411500206143065
المطيلة,33.7147,35.6511,0.07777777777777777
المعادن,34.1181,35.7896,0.005194805194805192
المعاملتين,34.0083,35.6461,0.125
المعرض,33.8967,35.5056,0.015119047619047619
المعلادلة,34.1547,35.8864,-0.008498346560846559
المعمرية,33.4906,35.3719,-0.15625
المعيصرة,34.0711,35.6892,0.031502525252525226
المغار,33.4064,35.3245,0.14932921245421246
المغراق,34.6103,36.0183,-0.02153409090909092
المغريقة,33.5979,35.4525,0.00826578282828282
المغيري,34.0989,35.8742,0.06498700237670826
المغيرية,33.6031,35.4582,-0.05753968253968253
المغيسل,34.0242,35.76,0.09607142857142859
المفخوتة,33.0981,35.2456,0.0175
المقاصد,34.0081,36.2122,-0.15
المقاصيد,33.8768,35.5047,0.03333333333333333
المقشر,33.2272,35.4906,0.017641369047619045
المقصبة,33.1778,35.1967,-0.10892857142857144
المقيبلة,34.6436,36.3528,-0.005416666666666653
المكيدس,33.9919,35.6994,0.1756343193843194
الملحمة,33.8614,35.6633,0.17916666666666667
الملزق,33.5597,35.5617,0.0
الملول,33.1731,35.4686,0.09360269360269359
المملحة,33.3897,35.7169,-0.10059862012987013
المنارة,33.8959,35.472,0.0
المناطر,33.3369,35.4364,0.3666666666666667
المناقع,33.1767,35.4028,-0.25
المنصف,34.1775,35.65,0.3166666666666667
المنصوري,33.1786,35.2061,0.11704545454545455
المنطرة,34.3642,35.9722,0.0
المنقلبة,33.9533,35.7358,0.105566534914361
المنهلة,34.2511,36.0519,0.28068181818181814
المنية,34.4809,35.9366,0.04766666666666667
المنيطرة,34.0732,35.8907,-0.13392857142857142
المواصل,33.1861,35.4444,0.08035300925925926
المياس,33.1833,35.4403,0.11723710317460316
الميدان,34.2369,35.7214,0.13321016285302
الميدة,33.4897,35.5108,0.25
الميناء,34.4511,35.8142,0.1526749639249639
الميير,33.9344,35.6711,0.09833333333333334
الناصرة,33.885999999999996,35.5118,0.11269660894660895
الناعمة,33.7458,35.4553,0.09352263802459114
النبع,33.8386,35.6575,0.02694989669421487
النبوت,33.9856,35.7317,0.3
النبية,33.1186,35.4392,0.017632575757575757
النجارية,33.4715,35.3494,0.1511111111111111
النخلة,34.3644,35.8272,-0.019191919191919166
النسوب,34.4731,36.1903,-0.004930160984848487
النشبة,33.4153,35.7472,0.09719376648255959
النصار,34.5333,36.1333,-0.09999999999999999
النعسات,33.8097,35.8444,-0.011734693877551026
النعص,34.3264,35.8936,0.13730305989583333
النفارة,33.2097,35.4069,0.15833333333333333
النفيسة,34.5475,36.0867,0.16238095238095238
النقاش,33.9236,35.5917,0.0
النقرة,33.3931,35.73,0.14936224489795918
النقور,34.0872,35.6631,0.125
النقيعي,33.1989,35.475,-0.55
النكبة,33.8083,35.8369,0.08333333333333333
النوابيت,33.3361,35.5919,0.16580721651034153
النوصة,34.0681,35.7442,0.2759259259259259
الهبارية,33.3675,35.6975,0.14783549783549782
الهدايا,33.2167,35.4708,0.275
الهديرة,33.9306,35.6069,0.07746289424860854
الهديني,34.0923,35.8706,0.11073495573495573
الهرمل,34.3942,36.3847,0.23500000000000001
الهري,34.3067,35.7133,0.07885593573093573
الهلالية,33.5654,35.3947,0.044619715985995054
