username,user_link,location,lat,long,sentiment
JOSE,https://twitter.com/JosephNehme1995,يات,33.8606,35.5656,0.0
JP Nehme,https://twitter.com/JPnehme,بيروت,33.8719,35.5097,0.0
Ja,https://twitter.com/jasmineedahdah,الحورانية,33.5886,35.5636,0.0
Ja_na,https://twitter.com/Jana88822773,فنيدق,34.4767,36.1825,0.3
Jaafar,https://twitter.com/Jaafar22757716,عين الصالحية,34.0761,35.713,0.3375
JabbourMario,https://twitter.com/JabbourMario1,المصالي,34.4089,35.9664,-0.16666666666666666
Jack B. Chalouhi,https://twitter.com/chalouhi_jack,فيع,34.3484,35.7883,0.19622053872053877
Jack El Cheikh,https://twitter.com/JackElCheikh2,شعبية,34.1803,35.8933,-0.13333333333333333
Jackob Frangieh,https://twitter.com/FrangiehJackob,هوب,33.8978,35.5675,-0.0625
Jacques Tabar,https://twitter.com/JacquesTabar,يات,33.8606,35.5656,0.1027777777777778
Jad,https://twitter.com/J_Mouka,العلالي,34.2049,35.7722,0.1607142857142857
Jad Al-Salim,https://twitter.com/JadAlSalim,لاي,33.8533,35.5239,0.016666666666666673
Jad Brayteh,https://twitter.com/JadBrayteh,وطى البرج,34.1931,35.6347,0.2
Jad Chaaban جاد شعبان,https://twitter.com/JadChaaban,بيروت,33.8719,35.5097,0.11666666666666667
Jad Edde,https://twitter.com/JadEdde1,بيروت,33.8719,35.5097,0.078125
Jad Elias Saba,https://twitter.com/jadeliassaba,فكية,34.245,36.4042,0.26
Jad Ghandour,https://twitter.com/JadGhandour96,بلدية,34.4389,35.8397,0.19999999999999998
Jad Kazoun,https://twitter.com/Jad_Kazoun,بيروت,33.8719,35.5097,0.0
Jad Kourani,https://twitter.com/JadKourani,يات,33.8606,35.5656,-0.5
Jad Lahoud,https://twitter.com/jadmlahoud,رأس الشقع,34.3286,35.73,0.2
Jad Merhi,https://twitter.com/Jadmerhi1,جويا,33.2378,35.3373,0.10998473748473749
Jad Nader,https://twitter.com/jadnader,غدراس,34.0444,35.6792,0.15654761904761905
Jad Saliba,https://twitter.com/JadCSaliba,بيروت,33.8719,35.5097,0.0
Jad Semaan,https://twitter.com/JadSemaan10,رامات,34.2183,35.7164,0.0
Jad Shahrour | جاد,https://twitter.com/Jadshahrour,يات,33.8606,35.5656,0.0
Jad Tannous,https://twitter.com/jadtannouss,بيروت,33.8719,35.5097,0.0
Jad shwery (Choueiri),https://twitter.com/JadShwery,بوسيط,34.439,35.9241,-0.1
Jadeedouna news,https://twitter.com/Jadeedounanews,فيع,34.3484,35.7883,0.13636363636363635
Jado,https://twitter.com/we1_trust1god,بيروت,33.8719,35.5097,0.25
Jala جالا,https://twitter.com/jala_leb,عين الصالحية,34.0761,35.713,0.2277777777777778
Jalal Al Kurdi,https://twitter.com/jalal_kurdi,ايا,34.2403,35.7822,0.9
Jam Assaad .,https://twitter.com/JamAssaad,فيع,34.3484,35.7883,0.03333333333333333
Jamal,https://twitter.com/555jamal555,الا,33.8431,35.7333,-0.2125
Jamal AKAR PhD,https://twitter.com/jamalkt,القتي,33.2492,35.2897,0.05935064935064936
Jamal Barakat,https://twitter.com/JamalBarakat,بيروت,33.8719,35.5097,0.4
Jamal Chaiito,https://twitter.com/JamalChaiito1,بعبدا,33.8339,35.5442,0.1721875
Jamal Saidi,https://twitter.com/photoLBBB,شعبية,34.1803,35.8933,0.08712121212121211
Jameel,https://twitter.com/Jameelzeidan,ادر,34.4086,36.3928,0.04545454545454545
Jameś,https://twitter.com/okesjj,بيروت,33.8719,35.5097,0.1
Jamil,https://twitter.com/jamil313_jamil,مراح دقدوق,33.7594,35.4678,0.0
Jamil Al Dehni,https://twitter.com/jamil_dehni,بعبدا,33.8339,35.5442,0.23295454545454544
Jana,https://twitter.com/jana_sweid,اللوبياء,33.428000000000004,35.2881,-0.3
Jana Ayoub,https://twitter.com/JN_AYB,ولا,34.535,36.1814,-0.05000000000000001
Jana B.,https://twitter.com/janabarakat14,رامات,34.2183,35.7164,0.371875
Jana khanji,https://twitter.com/love_nabih,الأطلبة,34.2689,35.8892,0.0
Jana shawraba,https://twitter.com/jana_shawraba,بطيشية,33.1072,35.2092,0.1357142857142857
JanaOuss,https://twitter.com/Janaistweetingg,حرف مزيارة,34.335,35.9422,-0.1
Janah Obeid,https://twitter.com/janah_obeid,فيع,34.3484,35.7883,0.22443181818181812
Janahamoud,https://twitter.com/Janahamoud1,لاي,33.8533,35.5239,-0.012500000000000013
Janane El-Abed,https://twitter.com/jana_abed,العقيدة,33.3676,35.5,0.45989583333333334
Janet El Eid,https://twitter.com/janeteleid,بيروت,33.8719,35.5097,0.0
Janine,https://twitter.com/JanineKeyrouz,الغابية,34.1683,35.8978,0.06000000000000001
Janine M,https://twitter.com/janine_mi,ثم,34.2118,35.6573,0.4681818181818182
Janna,https://twitter.com/Janjan11990,المقشر,33.2272,35.4906,0.09244791666666664
Jano_kh,https://twitter.com/jean_kharma,شعبية,34.1803,35.8933,-0.0069444444444444475
Jaqueline Riachi,https://twitter.com/JaquelineRiachi,رامات,34.2183,35.7164,0.052083333333333336
Jaras Scoop FM,https://twitter.com/jarasscoop,طلصا,33.4833,35.3471,-0.04083694083694086
Jawad Areslan,https://twitter.com/JAreslan,الغابات,34.0822,35.8733,0.13285714285714284
Jawad Kamal,https://twitter.com/jawad_kamal,الهلالية,33.5654,35.3947,0.0
Jawad997,https://twitter.com/Jawad9971,الشعب,34.0467,35.6489,0.43888888888888894
Jay,https://twitter.com/JayChammas,يات,33.8606,35.5656,0.0
Jay المزارعة,https://twitter.com/jana_ayoub,فيع,34.3484,35.7883,0.13333333333333333
Jay.,https://twitter.com/jay_____31,يات,33.8606,35.5656,-0.0625
Jaَn,https://twitter.com/JanaASalloum,المسار,34.2597,35.9603,-0.09875
Jbeil District _ قضاء جبيل,https://twitter.com/JbeilDistrict,حاقل,34.1705,35.7501,-0.10416666666666667
Jbeil Organic Shop,https://twitter.com/labnebaladiye,بيروت,33.8719,35.5097,0.11818181818181818
Je Suis Rosa,https://twitter.com/RosaSuis,حداثا,33.166,35.3902,0.15
Jean,https://twitter.com/jeanassy,عين الصالحية,34.0761,35.713,0.010361426767676762
Jean Kamel,https://twitter.com/kameljean,بزينا,33.6081,35.5378,0.5666666666666667
Jean Saad,https://twitter.com/saadJean12,ثم,34.2118,35.6573,0.0
Jean T. Habib,https://twitter.com/JeanTHabib1,حتى,33.8833,35.6169,0.0
Jean Valjean,https://twitter.com/number9223,بسابا,33.8031,35.5425,0.0
Jean akaoui,https://twitter.com/JAYP__A,البنا,34.4719,36.1836,0.0
Jean chaker,https://twitter.com/chaker_jean,مجيدل,33.5175,35.4403,0.4
Jean-Claude,https://twitter.com/khoury_85,بعبدا,33.8339,35.5442,-0.11158730158730158
Jean-pierre Morr,https://twitter.com/Jean_Pierre_Mor,العفص,34.0142,35.6811,0.08474570105820106
Jean.Mina,https://twitter.com/JeanMina95,الكبّوشية,33.895,35.4828,0.25
Jeanne,https://twitter.com/najem224p,كلش,34.1192,35.7317,0.09943235562454147
Jennifer Saad,https://twitter.com/JenniferSaad2,البني,33.7361,35.5469,0.06818181818181818
Jennifer Zibara,https://twitter.com/jenzibara,دعل,34.2372,35.7987,0.13509199134199137
Jenny,https://twitter.com/jennysammm,طلصا,33.4833,35.3471,0.0
Jenny Kalfayan,https://twitter.com/KalfayanJenny,بلدة,34.5667,36.15,0.030382796216129555
Jenny M,https://twitter.com/Jenny_Metri,المحتي,34.255,35.6808,0.0
Jennyfer Stephan,https://twitter.com/Jennife05137404,بيروت,33.8719,35.5097,0.0
Jescar Hayek,https://twitter.com/JescarHayek,ولا,34.535,36.1814,0.1409375
Jessica El Khoury,https://twitter.com/jessiicakhoury,بيروت,33.8719,35.5097,0.8
Jessica Mirza,https://twitter.com/mirzajessica,صارة,33.805,35.5972,0.0
JessicaG,https://twitter.com/JessicaG124,الكركوفة,34.3389,35.9386,-0.125
Jessy,https://twitter.com/Jessy_ak,بيروت,33.8719,35.5097,0.0947258860930736
Jessy El Murr جيسي المرّ,https://twitter.com/jessytrends,السيرة,34.2186,35.8458,0.2375
Jessy Trad,https://twitter.com/jessytradmtv,عورة,34.236,35.8032,-0.14300000000000002
Jihad,https://twitter.com/JihadCh5,ترول,34.1522,35.6314,0.1371599234099234
Jihad Al Chaer,https://twitter.com/JihadAlChaer,ادر,34.4086,36.3928,-0.07222222222222224
Jihad Hamwi,https://twitter.com/Jihad_Hamwi,بيروت,33.8719,35.5097,0.3
Jihad Sreij,https://twitter.com/jsreij,الشريفة,34.5003,36.1494,0.25
JihadFares,https://twitter.com/JihadFares5,بيروت,33.8719,35.5097,0.030000000000000006
Jihadeid,https://twitter.com/Jihadeid13,ايا,34.2403,35.7822,-0.08541666666666664
Jihan Masri,https://twitter.com/jihanzmasri,بيروت,33.8719,35.5097,0.1
Jihane Raidy,https://twitter.com/JihaneRaidy,الهديني,34.0923,35.8706,0.26666666666666666
Jimmy Choufani,https://twitter.com/DrJ_Choufani,عنان,33.5681,35.5089,0.1590909090909091
Jimmy Francis - جيمي فرنسيس,https://twitter.com/jimmy_fran6,شحور,33.2973,35.3744,0.2219387755102041
Jo Torbey,https://twitter.com/TorbeyJo,فيع,34.3484,35.7883,0.0
Joanna,https://twitter.com/Joanna_mns,بيروت,33.8719,35.5097,0.0
Joanna Ataba,https://twitter.com/AtabaJoanna,حدتون,34.1942,35.7978,0.09388888888888888
Joanna Azar,https://twitter.com/Joanna_Azar,فيع,34.3484,35.7883,-0.4
Joanna Dagher,https://twitter.com/joanna_dagher,الشطحان,33.4122,35.5639,0.1
Joanna Nasreddine,https://twitter.com/JoannaNasreddi1,رامات,34.2183,35.7164,0.12727272727272726
Joe,https://twitter.com/JoeMZ26,حياتا,34.0247,35.7167,-0.03809523809523809
Joe Abdo |#StayAlert|,https://twitter.com/JoeGAbdo,الخنادق,33.5531,35.5406,-0.045
Joe Azoury,https://twitter.com/JoeAzoury,معاد,34.195,35.6811,-0.07142857142857142
Joe Bou Eid,https://twitter.com/BouEidJoe,المنقلبة,33.9533,35.7358,-0.07388888888888889
Joe Bou Fadel,https://twitter.com/boufadeljoe,بيروت,33.8719,35.5097,0.0
Joe Chidiac,https://twitter.com/chidiacjoe1,بيروت,33.8719,35.5097,0.0
Joe Kareh,https://twitter.com/Joe_kareh_LBCI,يات,33.8606,35.5656,0.07496031746031746
Joe Khakhour Official,https://twitter.com/joekhakhour,المارد,33.2075,35.3997,0.15625000000000006
Joe Raad - جو رعد,https://twitter.com/JoeRaad,فيع,34.3484,35.7883,0.35
Joe Rahal,https://twitter.com/rahal_joe,القصعة,33.3569,35.65,0.1630580357142857
Joe SEMAAN,https://twitter.com/JosephSEMAAN19,بيروت,33.8719,35.5097,0.0
Joe charbel khoury,https://twitter.com/Joecharbel25,بقرتا,34.1286,35.7983,0.1324074074074074
JoeandSallyShow,https://twitter.com/JoeandSallyShow,جور,33.8478,35.5111,0.0
Joelle,https://twitter.com/Joe74739133,حسانية,33.52,35.4508,0.11624999999999999
Joelle Aramouni,https://twitter.com/AramouniJoelle,رامات,34.2183,35.7164,0.0
Joelle Bassoul,https://twitter.com/JoBassoul,الشطحان,33.4122,35.5639,0.08325
Joelle Bou Younes,https://twitter.com/joellebouyounes,الشوم,34.0397,35.7061,0.08409090909090909
Joelle Haddad,https://twitter.com/jowelle1995,حاقل,34.1705,35.7501,0.04372395833333333
Joelle Riachi,https://twitter.com/JoelleRiachi,رامات,34.2183,35.7164,-0.16666666666666666
Joelle Sawaya,https://twitter.com/SawayaJoelle,الكرخانا,33.9453,35.7342,0.0
Joelle dagher,https://twitter.com/Joelledagherr,حاقل,34.1705,35.7501,0.5125
Joey Khalil,https://twitter.com/jemappellejoey,رامات,34.2183,35.7164,-0.03333333333333333
John,https://twitter.com/JohnnyAbiAllam,تويتة,33.8597,35.8522,0.2857142857142857
Johnny Awad,https://twitter.com/JohnnyAwad3,الصفرا,34.0371,35.6408,0.19166666666666668
Johnny Karam,https://twitter.com/JohnnyjKaram,بزون,34.2492,36.3528,0.0913510101010101
Johnny Rizk,https://twitter.com/johnnyrizk,بيروت,33.8719,35.5097,0.0
Johnny Shalhoob,https://twitter.com/johnnyshalhoob,جون,33.5814,35.4611,0.2272727272727273
Johnny Tanios,https://twitter.com/JohnnyTanios,عورة,34.236,35.8032,0.0
Johny Samaha,https://twitter.com/JohnySamaha,الدكوة,33.6917,35.8761,0.06818181818181818
Jojo,https://twitter.com/Jojo77263897,بيروت,33.8719,35.5097,0.0
Jonhdd,https://twitter.com/Jhxx681,الصميطات,34.6539,36.3494,0.0
Jordan News Agency,https://twitter.com/Petranews,بيروت,33.8719,35.5097,0.1188311688311688
Jose Chalouhi,https://twitter.com/Jose_a_chalouhi,أنصار,33.3784,35.3537,0.16999999999999998
Joseph A S,https://twitter.com/josephabdlsater,رامات,34.2183,35.7164,-0.125
Joseph Abi Abboud,https://twitter.com/JosephAbiAbbou5,الوردية,33.8972,35.4858,-0.5
Joseph Abi Haidar,https://twitter.com/haidar_joseph,بيروت,33.8719,35.5097,0.0
Joseph Abi Rizk,https://twitter.com/AbiRizkJoseph,بلدية,34.4389,35.8397,0.3333333333333333
Joseph Antonios,https://twitter.com/antonios_joseph,بيروت,33.8719,35.5097,-0.2083333333333333
Joseph Azar,https://twitter.com/JosephHalimAzar,برقتا,34.0689,35.79,0.0
Joseph Dibeh,https://twitter.com/JosephDibeh1,بيل,34.1494,35.7397,0.09895833333333333
Joseph E. Sily,https://twitter.com/SilyJoseph,بيروت,33.8719,35.5097,0.0
Joseph El Khoury,https://twitter.com/khoury__joseph,الشوم,34.0397,35.7061,0.3666666666666667
Joseph El-Khoury,https://twitter.com/JEK_Psych,الشطحان,33.4122,35.5639,0.07621773288439954
Joseph Haddad,https://twitter.com/joseph_haddad,الشطحان,33.4122,35.5639,0.0
Joseph Husseini,https://twitter.com/JosephHusseini,بعبدا,33.8339,35.5442,0.45
Joseph Mdawar,https://twitter.com/MdawarJoseph,معاد,34.195,35.6811,0.015606624278499284
Joseph Mikhael,https://twitter.com/JosephMikhael19,العيارة,34.2386,36.1122,0.2
Joseph Nehme,https://twitter.com/JosephNehme16,فيع,34.3484,35.7883,0.08148148148148147
"Joseph Rahme, PhD., Eng.",https://twitter.com/DRJOSEPHRAHME,بيروت,33.8719,35.5097,0.0
Joseph Saad,https://twitter.com/fonzirely,جبا,33.9164,35.7525,-0.253125
Joseph Tawk,https://twitter.com/josephtawk,فيع,34.3484,35.7883,0.10441074276600588
Josephine Deeb,https://twitter.com/josephinedeeb,صباحية,33.82,35.5472,-0.08214285714285716
Joud,https://twitter.com/Joud96985505,بيروت,33.8719,35.5097,0.0
Joud Ajwad Kozhaya,https://twitter.com/JoudK94,شعبية,34.1803,35.8933,0.5416666666666666
Jouhayna,https://twitter.com/Jouhayna_ach,النفارة,33.2097,35.4069,0.0
Joumana Haddad - جمانة عطالله سلوم حداد,https://twitter.com/JHaddadOfficial,لاي,33.8533,35.5239,0.16666666666666666
Joumana Nasr,https://twitter.com/JoumanaNasr5,فيع,34.3484,35.7883,0.13636363636363635
Joumanahechme,https://twitter.com/joumanahechme,العلالي,34.2049,35.7722,0.3638095238095238
Joureir ZWEIN-SETH,https://twitter.com/ZJoureir,رامات,34.2183,35.7164,0.0
Journal,https://twitter.com/JournalLebanon,ماسا,33.8511,36.0667,0.23789682539682538
Journalist Support Committee - JSC,https://twitter.com/jsc_committee,قيعا,33.5638,35.3879,0.05
Joy Lahoud,https://twitter.com/joylahoud,بيروت,33.8719,35.5097,0.13636363636363635
Joyce,https://twitter.com/JoyceJ010,الحمصية,33.5489,35.5556,-0.013027210884353744
Joyce Akiki,https://twitter.com/AkikiJoyce,الشواليق,33.555,35.4393,0.032052669552669555
Joêlle Bou Abboud Rouillard,https://twitter.com/Joellebouabboud,رامات,34.2183,35.7164,-0.03888888888888889
Joëlle,https://twitter.com/sayegh_joelle,بيروت,33.8719,35.5097,-0.09583333333333333
Judy,https://twitter.com/Judy76756802,عندقت,34.5869,36.3056,0.225
Jul Lahoud,https://twitter.com/JulLahoud,كلش,34.1192,35.7317,0.21103896103896105
Jules Slm Mdk,https://twitter.com/JulesSlmMdk,الهلالية,33.5654,35.3947,-0.15000000000000002
Julia,https://twitter.com/julia_khouryy,الا,33.8431,35.7333,0.05255952380952382
Julia Yassine,https://twitter.com/JuliaYassine,بحديدات,34.1492,35.7067,0.48828125
Julia butros hate account ➐,https://twitter.com/JounieStan,بيروت,33.8719,35.5097,-0.1
Julian kerboghossian,https://twitter.com/juliankerbo,إهمج,34.1219,35.7853,0.3
Julie Bacha,https://twitter.com/JulieBacha,فيع,34.3484,35.7883,0.1
Julie Shahin,https://twitter.com/Bitonya,مرواحين,33.1089,35.2758,0.02537878787878788
Julien Btéich,https://twitter.com/Julienbteich,بعبدا,33.8339,35.5442,0.0
"Julien Fahed, MD",https://twitter.com/fahedjulien,المزيرع,33.8269,35.6525,0.2137626262626263
Just,https://twitter.com/HSamonna,الخلل,34.0644,35.6936,0.0
Just Need Peace,https://twitter.com/Thesunhere,بيروت,33.8719,35.5097,0.125
Just On Time Store,https://twitter.com/JustOnTimeStore,بيروت,33.8719,35.5097,0.4
Justice et Paix,https://twitter.com/bijuste,البطال,33.6966,35.4615,0.034446638196638193
Jw,https://twitter.com/joe__w1,يونين,34.0792,36.2747,-0.019444444444444448
JİHAN,https://twitter.com/Jey2han,طورا,33.2939,35.2978,0.25
Jαηα||جنى,https://twitter.com/La_lune_12april,انة,34.3464,36.4833,0.25
J’accuse,https://twitter.com/Jaccuse31,صور,33.2733,35.1939,0.0
K,https://twitter.com/lilomakki,لاي,33.8533,35.5239,-0.15442708333333333
K H,https://twitter.com/khoder_77,حتى,33.8833,35.6169,-0.01125
K a r i n e,https://twitter.com/Karinechahine,كلش,34.1192,35.7317,0.0
K ᗩ ᗰ ᗩ ᒪ,https://twitter.com/kamalo50,النبع,33.8386,35.6575,0.2333333333333333
K.amro,https://twitter.com/AMRO123455,بيروت,33.8719,35.5097,0.2333333333333333
K2P Center-AUB,https://twitter.com/K2PCenter,المعلادلة,34.1547,35.8864,0.18080387205387208
KACH♧عباس,https://twitter.com/abbasskachour,المغريقة,33.5979,35.4525,0.07708333333333332
KATA SYEKH :,https://twitter.com/galodyu,بيروت,33.8719,35.5097,0.0
KA_ aldasem,https://twitter.com/KaMuhammad2,لاي,33.8533,35.5239,0.21736111111111112
KHALED SALEH,https://twitter.com/KHALEDSALEH1967,الدبوس,33.3956,35.7278,0.15
KYD,https://twitter.com/kydaher,الغدفة,33.3781,35.7347,0.09765625
Kamal Fouad Moghrabi,https://twitter.com/K_F_Moghrabi,بيروت,33.8719,35.5097,-0.4
Kamal S.,https://twitter.com/KamalN1415,ديتا,34.3906,36.3797,-0.01
Kamel Mansari,https://twitter.com/KamelMansari,انة,34.3464,36.4833,0.0
Kamelmostafa,https://twitter.com/Kamelmo08843572,القبيات,33.895,35.5337,-0.14285714285714285
Kanaan J. Kanaan,https://twitter.com/KanaanJKanaan1,لوس,33.6731,35.43,-0.02664141414141415
Karar nader abo daher,https://twitter.com/Abna2alhussein,بيروت,33.8719,35.5097,0.0
Kareem,https://twitter.com/Kareemufc,يونين,34.0792,36.2747,0.20833333333333331
Kareem Nasser,https://twitter.com/kareem_nasser,بيروت,33.8719,35.5097,0.04388595779220779
Karem,https://twitter.com/karem_monzerr,عين الصالحية,34.0761,35.713,0.3928571428571429
Karen Al7aj,https://twitter.com/Al7ajKaren,رامات,34.2183,35.7164,1.0
Karen Boustany,https://twitter.com/BoustanyKaren,فيع,34.3484,35.7883,0.0421875
Karen Jbour,https://twitter.com/KarenJbour,بقيفا,33.4936,35.8194,0.0
Karen Khalife,https://twitter.com/karenckhalife,يونين,34.0792,36.2747,0.0
Karim,https://twitter.com/Karim05379145,الا,33.8431,35.7333,0.09375
Karim Awada,https://twitter.com/KarimAwada8,عيشانة,34.2561,36.02,-0.05185185185185187
Karim Bou Shakra,https://twitter.com/karimboushakra,رامات,34.2183,35.7164,-0.025
Karim El Khatib,https://twitter.com/elkhatib_karim,بيروت,33.8719,35.5097,0.33125
Karim Haj Ahmad Agha,https://twitter.com/KarimHajAhmadA1,كلش,34.1192,35.7317,0.0
Karim Moutraji,https://twitter.com/Karim_Moutraji,عمران,33.1946,35.2389,-0.4666666666666666
Karim Nammour | كريم نمّور,https://twitter.com/KarimNammour,اهدن,34.1403,35.6643,-0.12499999999999994
"Karim Nawfal,MD FACS",https://twitter.com/KarimNawfal,الشطحان,33.4122,35.5639,0.6
Karima Fawaz,https://twitter.com/karima_fawaz,حام,33.8736,36.2019,0.0
KarlaCaroleYussra,https://twitter.com/TheKarlaholic,رياق,33.8508,36.0117,0.0
Kasem Jaber,https://twitter.com/KasemJaber1,بيروت,33.8719,35.5097,0.0
Kassem Baddah || ﮼قاسم ﮼بدّاح ||,https://twitter.com/BaddahKassem,السيرة,34.2186,35.8458,0.05
Kassem Baydoon,https://twitter.com/KBaydoon,رامات,34.2183,35.7164,0.25
Kassem Wehbe,https://twitter.com/kassem_wehbe,المعرض,33.8967,35.5056,-0.35714285714285715
Kassem kassir,https://twitter.com/KassirKassem,الجعر,34.5689,36.0958,0.0
Kassounbeik,https://twitter.com/kassounbeik,بيروت,33.8719,35.5097,0.0
Katalya,https://twitter.com/HaddadKatalya,الفراديس,34.2775,35.9341,0.03
Katergi,https://twitter.com/Katergi01,بسري,33.5783,35.5403,0.018333333333333333
Katia Cheaito,https://twitter.com/CheaitoKatia,بيروت,33.8719,35.5097,0.0
Katia Younis,https://twitter.com/KatiaYounis,الشامات,33.3842,35.7164,-0.04419642857142858
Katia dabaghy Assaf,https://twitter.com/Yarajoe,الصلع,33.1717,35.4639,-0.03555555555555554
Kayed Berrou,https://twitter.com/berrou1,الجناح,33.8667,35.4833,-0.39
Kaysar Sakr,https://twitter.com/KaysarSakr,الجعر,34.5689,36.0958,0.08833333333333333
Keef Hayk,https://twitter.com/KeefHayk,بيروت,33.8719,35.5097,0.0
KesKon,https://twitter.com/Kes_Kon,المصالي,34.4089,35.9664,0.11666666666666665
Keserwan 24,https://twitter.com/keserwan24,الهديرة,33.9306,35.6069,0.1
Kevo Nercess,https://twitter.com/kevnercess,الشطحان,33.4122,35.5639,-0.6666666666666666
Keyrouz,https://twitter.com/eliekeyrouz1965,الميير,33.9344,35.6711,0.16166666666666668
Kh@wl@,https://twitter.com/khawlatfaily,صور,33.2733,35.1939,0.5
Khabarouna.com,https://twitter.com/khabarouna,بيروت,33.8719,35.5097,-0.047626262626262635
Khadija El Omar,https://twitter.com/KhadijaElOmar,قرصا,34.0509,35.6856,0.01874999999999999
Khaled Agha خالد أغا,https://twitter.com/kallagha,حامول,33.1261,35.1669,0.18333333333333332
Khaled Darwish,https://twitter.com/khaled_darwish0,بيروت,33.8719,35.5097,0.06805555555555555
Khaled K. Mroueh,https://twitter.com/KhaledMroueh,الجعر,34.5689,36.0958,-0.019444444444444424
Khaled Kahwaji,https://twitter.com/KhaledKahwaji1,العزيبة,33.1364,35.3286,0.0
Khaled Kazbour,https://twitter.com/Khaledkazbour,زقاق البلاط,34.1128,35.665,-0.06
Khaled Mezher، خالد مزهر,https://twitter.com/khaledmezher1,بعبدا,33.8339,35.5442,-0.02121212121212122
Khaled Mohamed Ragab,https://twitter.com/KhaledRagabOffi,الهمي,33.9175,35.7147,-0.3
Khaled Momtaz,https://twitter.com/momtaz_khaled,لاي,33.8533,35.5239,0.0
Khaled Nabil Al Hashemi,https://twitter.com/KhaledNabilAlH2,النعص,34.3264,35.8936,0.45
Khaled alsamman,https://twitter.com/Khaledalsamman4,الدكرمانة,33.5617,35.3769,-0.2093750000000001
Khaled elhajj,https://twitter.com/khaledelhaj,رامات,34.2183,35.7164,0.31785714285714284
Khaled المتفائل,https://twitter.com/the_ghazzawi,فيع,34.3484,35.7883,0.125
Khaleel alshayeb,https://twitter.com/Alshayebkhaleel,حتى,33.8833,35.6169,0.25
Khalid AlTarrah خالد أحمد الطراح,https://twitter.com/KAltarrah,العيارة,34.2386,36.1122,-0.5
Khalid solaiman م.خالد سليمان السلمي,https://twitter.com/kdelfenni,بيروت,33.8719,35.5097,0.0
Khalifeh83,https://twitter.com/Khalifeh831,بيروت,33.8719,35.5097,0.0
Khalil,https://twitter.com/Kh_11234,بيروت,33.8719,35.5097,0.0
Khalil Abdel Ahad,https://twitter.com/Khalil_J_AA,النبع,33.8386,35.6575,-0.4
Khalil Ftouni,https://twitter.com/FtouniKhalil,السيد,34.5064,36.0911,0.0
Khalil Gebara,https://twitter.com/gebarak,بزون,34.2492,36.3528,0.0
Khalil Harb حساب جديد,https://twitter.com/KhalilHarb1966,برسا,34.3878,35.8314,-0.022222222222222244
Khalil Khl,https://twitter.com/Tamooz20061,البارد,34.1539,35.8983,0.19785714285714284
Khalil Othman دولة الرئيس,https://twitter.com/KhalilOthman4,المعرض,33.8967,35.5056,-0.16666666666666666
Khaliln@sser,https://twitter.com/Khalilnsser1,شعبية,34.1803,35.8933,0.4166666666666667
Khamsmieh - خمسمية,https://twitter.com/khamsmieh,الدامور,33.73,35.4564,0.15833333333333335
KhenZada,https://twitter.com/Halit__Bey,الصميطات,34.6539,36.3494,0.0
Khodor Kalakesh,https://twitter.com/khodor_kalakesh,ملحون,34.1436,35.7011,-0.25
Khodor Khalil - خضر خليل,https://twitter.com/KhodorKhalil4,النعص,34.3264,35.8936,-0.11787109375
Khodor Shamieh,https://twitter.com/KhodorKShamieh,بيروت,33.8719,35.5097,0.0
Khodor Srour,https://twitter.com/SrourKs,مجرة,33.7717,35.4897,-0.2
Khodor fakih,https://twitter.com/Khodorfakih1,بيروت,33.8719,35.5097,0.11666666666666665
Khodr G. Elmasri,https://twitter.com/khodrelmasri,المشنقة,34.0911,35.7728,0.10363636363636365
Khodr Ghadban,https://twitter.com/GhadbanKhodr,فيع,34.3484,35.7883,0.059444444444444466
Kholoud Amin,https://twitter.com/KholoudAmin4,فيع,34.3484,35.7883,0.0
Khouloud,https://twitter.com/Khoulou26778258,بيروت,33.8719,35.5097,0.0
Khouloud Hariri,https://twitter.com/khouloud1311,الدامور,33.73,35.4564,0.24375000000000002
Kidproof MENA,https://twitter.com/kidproofmena,معاد,34.195,35.6811,0.2681818181818182
Kifah Elhassanieh,https://twitter.com/KElhassanieh,لاي,33.8533,35.5239,0.11666666666666665
Kilavuz Çilasin,https://twitter.com/Hodacheikholb,قرصا,34.0509,35.6856,0.15833333333333333
Kinda El-Khatib,https://twitter.com/elkhatibkinda,الزاروب,33.5756,35.8144,-0.18101851851851855
Kirolos Shenouda,https://twitter.com/KirolsGraphy,عين الصالحية,34.0761,35.713,0.19318181818181812
Kodak,https://twitter.com/Kodakji_,بيروت,33.8719,35.5097,0.0
Kotada Yonus,https://twitter.com/kotada105,يات,33.8606,35.5656,0.0
Kousay Al Fager,https://twitter.com/kousayfager1999,عكار,34.5428,36.0797,-0.1
Krista Choucair | كريستا شقير,https://twitter.com/choucairkrista,بزيون,34.0983,35.7547,0.64453125
Krouz,https://twitter.com/robikeyrouz,بيروت,33.8719,35.5097,0.13999999999999999
Krystel Abboud,https://twitter.com/KrystelAbb,الكرخانا,33.9453,35.7342,0.2375
Kurosaki Ichigo,https://twitter.com/Kurosak63194998,السنسلة,34.2689,36.3531,0.1621212121212121
Kusey Alyusuf,https://twitter.com/kusey_yusuf,بديهون,34.3364,35.7564,0.05000000000000002
KаЯеЕм,https://twitter.com/fareedkareem,بيلون,33.1667,35.4889,0.0
L Y D I A,https://twitter.com/AghnatiosLydia,الجليسة,34.1164,35.6911,0.36160714285714285
L'2amou3,https://twitter.com/2amou3,فيع,34.3484,35.7883,-0.2
