date,year,month,day,new_cases,new_deaths,prev_cases,prev_deaths,total_cases,total_deaths,month_avg_ratio,cumulative_avg_ratio,diff_avg_ratio,simple_ratio
8/21/2020,2020,8,21,611,1,628,2,12192,120,-0.39755931046253634,0.6613012164574368,0.2253716732702562,0.7515521180679274
8/22/2020,2020,8,22,507,4,611,1,12699,124,-0.14406895374637307,0.4899874339146766,0.771391711449054,0.2587879892255411
8/23/2020,2020,8,23,457,2,507,4,13156,126,-0.40878989588667003,0.2288290443788128,0.42310241614697686,0.7120770022887565
8/24/2020,2020,8,24,532,12,457,2,13688,138,0.7744324970131422,0.8246299290199663,-0.3329682202728021,-0.6269844699293932
8/25/2020,2020,8,25,561,1,532,12,14249,139,-0.4376685441201571,0.34084003322003076,-0.05267347327474953,-0.5383143611940814
8/26/2020,2020,8,26,689,7,561,1,14938,146,0.33884621949138083,0.839208910794452,-0.6346244457168677,-0.5891317941040713
8/27/2020,2020,8,27,676,2,689,7,15614,148,-0.23311145246629117,0.5291563646657036,0.19251851137339418,0.6378518178748191
8/28/2020,2020,8,28,662,5,676,2,16276,153,0.09257552483358933,0.5799836534377483,0.19832107073876848,0.2585136229268194
8/29/2020,2020,8,29,595,3,662,5,16871,156,-0.18578255675029853,0.3168994787411563,0.5004172581207709,0.7658204661937603
8/30/2020,2020,8,30,438,7,595,3,17309,163,0.13749786653012475,0.15269984708057383,1.0,0.1085966202816652
8/31/2020,2020,8,31,469,3,438,7,17778,166,-0.28685782556750294,0.023348332373058778,-0.048432699326651896,-0.33989247787559257
9/1/2020,2020,9,1,588,6,469,3,18366,172,-0.33400016670834376,0.34195833713624757,-0.5204847432811486,-0.777013421368755
9/2/2020,2020,9,2,588,4,588,6,18954,176,-0.44630602094968186,0.22941066895219153,0.118641158855052,0.8584404248515697
9/3/2020,2020,9,3,527,4,588,4,19481,180,-0.48044550820244747,0.09642457106402613,0.4389276927446069,0.9851106883281869
9/4/2020,2020,9,4,531,3,527,4,20012,183,-0.5343597804212958,0.04242856153462138,0.09787598547698978,-0.1948656225008664
9/5/2020,2020,9,5,415,4,531,3,20427,187,-0.5431278454534268,-0.1308243150619225,0.7233699408271586,-0.04368828105595442
9/6/2020,2020,9,6,400,6,415,4,20827,193,-0.43921694709391634,-0.09062800041371122,0.19485685617166507,0.10287293447020526
9/7/2020,2020,9,7,498,7,400,6,21325,200,-0.3282169748786402,0.09206527215356108,-0.37995127532391687,-0.9771422633434586
9/8/2020,2020,9,8,553,5,498,7,21878,205,-0.4097413242199438,0.08552460385210048,-0.1556120446127684,-0.16385333210664854
