username,time,text,tags,latitude,longitude,location,KADAA_ID,KADAA_AR,KADAA_EN,MOHAFAZA_ID,MOHAFAZA_AR,MOHAFAZA_EN
riadmjichi,Apr 10,"شتا وشوية برد وقهوة على الفحم ويلعن اخت الدولة واخت كورونا ورياض سلامة
يسعد مسا الاحباء",[],33.1767,35.2919,Jbal el Botm,83000,صور,Sour,8,الجنوب,South
